manual_seed,edge_type_removed,fold,accu,auc_roc,epoch,train_test
2328466898069313329,[],0,0.6397742408495796,0.6693253037895651,0,train
2328466898069313329,[],0,0.7809216662631605,0.889160158572917,0,test
2328466898069313329,[],0,0.8816983377532492,0.9390876321867425,1,train
2328466898069313329,[],0,0.9154024120356575,0.9603254821466408,1,test
2328466898069313329,[],0,0.936946315940367,0.965666252473872,2,train
2328466898069313329,[],0,0.9431146523949643,0.965366426323719,2,test
2328466898069313329,[],0,0.9515928122610855,0.9706418452445993,3,train
2328466898069313329,[],0,0.9471381713721693,0.9695226893720794,3,test
2328466898069313329,[],0,0.9547380453220565,0.9767073654468671,4,train
2328466898069313329,[],0,0.9511328823376043,0.9789136664662488,4,test
2328466898069313329,[],1,0.7458389328889525,0.8306297433933914,0,train
2328466898069313329,[],1,0.8861221234666766,0.9613146416465059,0,test
2328466898069313329,[],1,0.9112100863675459,0.9575907394265848,1,train
2328466898069313329,[],1,0.9378178580961958,0.9603825701532923,1,test
2328466898069313329,[],1,0.9397590847190367,0.9660814627082303,2,train
2328466898069313329,[],1,0.9450915415797576,0.962982087174118,2,test
2328466898069313329,[],1,0.9513759974675077,0.9704865625303503,3,train
2328466898069313329,[],1,0.9491438685687327,0.972288713078972,3,test
2328466898069313329,[],1,0.9540759538656346,0.9782650791284979,4,train
2328466898069313329,[],1,0.9455418971307609,0.9793211504111617,4,test
2328466898069313329,[],2,0.6853807548499617,0.7453423526945173,0,train
2328466898069313329,[],2,0.8926745396925905,0.9452558951600715,0,test
2328466898069313329,[],2,0.9141959934059634,0.9566567991419573,1,train
2328466898069313329,[],2,0.9355033234939909,0.9657890971421964,1,test
2328466898069313329,[],2,0.9381490258266437,0.9700729363168461,2,train
2328466898069313329,[],2,0.9398164745356575,0.9776904827339885,2,test
2328466898069313329,[],2,0.9518507651232799,0.9803954018584878,3,train
2328466898069313329,[],2,0.9454933987944477,0.9800777494736742,3,test
2328466898069313329,[],2,0.9602864583333334,0.9855687314746033,4,train
2328466898069313329,[],2,0.947848865992501,0.9831718462444324,4,test
2328466898069313329,[],3,0.6879809644973242,0.770612817550811,0,train
2328466898069313329,[],3,0.8658600035384386,0.9275487324815754,0,test
2328466898069313329,[],3,0.9063163733992736,0.950607574089165,1,train
2328466898069313329,[],3,0.9337392450089391,0.9599721586182945,1,test
2328466898069313329,[],3,0.9437417873184251,0.9638546923188122,2,train
2328466898069313329,[],3,0.9490675321873758,0.9713429185072365,2,test
2328466898069313329,[],3,0.9528899679854741,0.9749817746969789,3,train
2328466898069313329,[],3,0.9504196658037842,0.9829175118558249,3,test
2328466898069313329,[],3,0.9594480182052753,0.9852265345255095,4,train
2328466898069313329,[],3,0.9505030829422427,0.9869019619610901,4,test
2328466898069313329,[],4,0.722448543816896,0.8473730708907052,0,train
2328466898069313329,[],4,0.8998249404052444,0.9494913861150989,0,test
2328466898069313329,[],4,0.9375955657492355,0.9649464819892601,1,train
2328466898069313329,[],4,0.9341148161253475,0.9639275157970931,1,test
2328466898069313329,[],4,0.9399376732129205,0.9668358975841513,2,train
2328466898069313329,[],4,0.9455944693273243,0.9707520942332695,2,test
2328466898069313329,[],4,0.9523335961391437,0.9722043626246272,3,train
2328466898069313329,[],4,0.9473585478123758,0.974361629833314,3,test
2328466898069313329,[],4,0.9542051169485856,0.9785024259593701,4,train
2328466898069313329,[],4,0.9487394894405542,0.9797037498403549,4,test
2328466898069313329,'buy-sell',0,0.5442435821626529,0.6616724000675003,0,train
2328466898069313329,'buy-sell',0,0.6347473896255463,0.6715097545471879,0,test
2328466898069313329,'buy-sell',0,0.6817703107081422,0.8011949065654704,1,train
2328466898069313329,'buy-sell',0,0.7654776620542809,0.8230989053374724,1,test
2328466898069313329,'buy-sell',0,0.7640793733275995,0.8327153842828885,2,train
2328466898069313329,'buy-sell',0,0.7660856371983016,0.8437731805668034,2,test
2328466898069313329,'buy-sell',0,0.788855167120604,0.8528738748212416,3,train
2328466898069313329,'buy-sell',0,0.7718348239781982,0.8690906136704549,3,test
2328466898069313329,'buy-sell',0,0.8052070641007264,0.8768925424398224,4,train
2328466898069313329,'buy-sell',0,0.7840054814759635,0.8776461297442054,4,test
2328466898069313329,'buy-sell',1,0.5397101072725535,0.5915139497125029,0,train
2328466898069313329,'buy-sell',1,0.7195752476907032,0.7627532228192475,0,test
2328466898069313329,'buy-sell',1,0.7385584653335244,0.808857686167908,1,train
2328466898069313329,'buy-sell',1,0.7788482653891041,0.8268180425913124,1,test
2328466898069313329,'buy-sell',1,0.797132803540711,0.8553301007190269,2,train
2328466898069313329,'buy-sell',1,0.7830309559060886,0.8672008542707867,2,test
2328466898069313329,'buy-sell',1,0.8062128936114297,0.8792851616110126,3,train
2328466898069313329,'buy-sell',1,0.7964178546819131,0.8780563583048229,3,test
2328466898069313329,'buy-sell',1,0.8150902797687308,0.8920330832064256,4,train
2328466898069313329,'buy-sell',1,0.8042823448984406,0.8962436457572084,4,test
2328466898069313329,'buy-sell',2,0.5914923338350535,0.6259827942598727,0,train
2328466898069313329,'buy-sell',2,0.730746354477056,0.8357757363529473,0,test
2328466898069313329,'buy-sell',2,0.7845785251815749,0.8382133809844576,1,train
2328466898069313329,'buy-sell',2,0.7831771298917362,0.8491716566829746,1,test
2328466898069313329,'buy-sell',2,0.7924186496559633,0.8623196656610022,2,train
2328466898069313329,'buy-sell',2,0.7885481266450635,0.8882436399020283,2,test
